Class;Organism ;KM Value
3.1.4.16;Escherichia coli;6
3.1.4.16;Escherichia coli;6.2
3.1.4.16;Escherichia coli;9.3
3.1.4.16;Escherichia coli;35
3.1.4.17;Dictyostelium discoideum;0.0002
3.1.4.17;Sinorhizobium fredii;0.00023
3.1.4.17;Dictyostelium discoideum;0.00075
3.1.4.17;Rattus norvegicus;0.0013
3.1.4.17;Rattus norvegicus;0.002
3.1.4.17;Homo sapiens;0.0033
3.1.4.17;Homo sapiens;0.0037
3.1.4.17;Homo sapiens;0.0042
3.1.4.17;Xenopus laevis;0.005
3.1.4.17;Dictyostelium discoideum;0.005
3.1.4.17;Homo sapiens;0.0057
3.1.4.17;Pseudomonas aeruginosa;0.007
3.1.4.17;Myxococcus xanthus;0.012
3.1.4.17;Dictyostelium discoideum;0.0125
3.1.4.17;Bos taurus;0.015
3.1.4.17;Myxococcus xanthus;0.025
3.1.4.17;Xenopus laevis;0.03
3.1.4.17;Trypanosoma cruzi;0.0316
3.1.4.17;Bos taurus;0.033
3.1.4.17;Anabaena sp.;0.045
3.1.4.17;Saccharomyces cerevisiae;0.0773
3.1.4.17;Trypanosoma cruzi;0.0782
3.1.4.17;Saccharomyces cerevisiae;0.0968
3.1.4.17;Saccharomyces cerevisiae;0.0988
3.1.4.17;Saccharomyces cerevisiae;0.1047
3.1.4.17;Saccharomyces cerevisiae;0.1048
3.1.4.17;Saccharomyces cerevisiae;0.11
3.1.4.17;Saccharomyces cerevisiae;0.1157
3.1.4.17;Saccharomyces cerevisiae;0.1175
3.1.4.17;Mycobacterium tuberculosis;0.15
3.1.4.17;Saccharomyces cerevisiae;0.1539
3.1.4.17;Saccharomyces cerevisiae;0.1913
3.1.4.17;Thermotoga maritima;0.204
3.1.4.17;Thermotoga maritima;0.204
3.1.4.17;Homo sapiens;0.34
3.1.4.17;Mycobacterium tuberculosis;0.35
3.1.4.17;Mycobacterium tuberculosis;0.35
3.1.4.17;Thermotoga maritima;0.355
3.1.4.17;Thermotoga maritima;0.355
3.1.4.17;Homo sapiens;0.4
3.1.4.17;Homo sapiens;0.45
3.1.4.17;Homo sapiens;0.8
3.1.4.17;Homo sapiens;0.8
3.1.4.17;Homo sapiens;1
3.1.4.17;Corynebacterium glutamicum;1.23
3.1.4.17;Homo sapiens;1.6
3.1.4.17;Corynebacterium glutamicum;2.54
3.1.4.17;Arthrobacter sp.;6.82
3.1.4.17;Arthrobacter sp.;6.82
3.1.4.17;Arthrobacter sp.;12.82
3.1.4.17;Arthrobacter sp.;12.82
3.1.4.35;Dictyostelium discoideum;0.00022
3.1.4.35;Homo sapiens;0.00025
3.1.4.35;Homo sapiens;0.00039
3.1.4.35;Plasmodium falciparum;0.00065
3.1.4.35;Plasmodium falciparum;0.00065
3.1.4.35;Plasmodium falciparum;0.00077
3.1.4.35;Plasmodium falciparum;0.00077
3.1.4.35;Bombyx mori;0.002
3.1.4.35;Homo sapiens;0.0029
3.1.4.35;Dictyostelium discoideum;0.005
3.1.4.35;Dictyostelium;0.0052
3.1.4.35;Homo sapiens;0.0058
3.1.4.35;Homo sapiens;0.006
3.1.4.35;Homo sapiens;0.0061
3.1.4.35;Homo sapiens;0.0062
3.1.4.35;Homo sapiens;0.0071
3.1.4.35;Strongylocentrotus purpuratus;0.01
3.1.4.35;Homo sapiens;0.0159
3.1.4.35;Dictyostelium discoideum;0.02
3.1.4.35;Homo sapiens;0.0277
3.1.4.35;Drosophila melanogaster;0.0281
3.1.4.35;Homo sapiens;0.0297
3.1.4.35;Drosophila melanogaster;0.0354
3.1.4.35;Homo sapiens;0.0416
3.1.4.35;Strongylocentrotus purpuratus;0.066
3.1.4.35;Bacillus licheniformis;0.092
3.1.4.35;Homo sapiens;0.172
3.1.4.35;Homo sapiens;0.182
3.1.4.35;Dictyostelium discoideum;0.8
3.1.4.35;Dictyostelium discoideum;1.6
3.1.4.37;Bacillus subtilis;0.046
3.1.4.37;Rattus norvegicus;0.098
3.1.4.37;Rattus norvegicus;0.1
3.1.4.37;Escherichia coli;0.1
3.1.4.37;Escherichia coli;0.1
3.1.4.37;Rattus norvegicus;0.104
3.1.4.37;Rattus norvegicus;0.119
3.1.4.37;Escherichia coli;0.13
3.1.4.37;Escherichia coli;0.13
3.1.4.37;Escherichia coli;0.15
3.1.4.37;Escherichia coli;0.15
3.1.4.37;Bacillus subtilis;0.16
3.1.4.37;Escherichia coli;0.18
3.1.4.37;Escherichia coli;0.18
3.1.4.37;Escherichia coli;0.19
3.1.4.37;Escherichia coli;0.19
3.1.4.37;Rattus norvegicus;0.231
3.1.4.37;Rattus norvegicus;0.237
3.1.4.37;Rattus norvegicus;0.241
3.1.4.37;Rattus norvegicus;0.295
3.1.4.37;Danio rerio;0.32
3.1.4.37;Rattus norvegicus;0.333
3.1.4.37;Rattus norvegicus;0.354
3.1.4.37;Rattus norvegicus;0.379
3.1.4.37;Danio rerio;0.39
3.1.4.37;Rattus norvegicus;0.473
3.1.4.37;Escherichia coli;0.49
3.1.4.37;Escherichia coli;0.49
3.1.4.37;Escherichia coli;0.49
3.1.4.37;Escherichia coli;0.49
3.1.4.37;Escherichia coli;0.53
3.1.4.37;Escherichia coli;0.53
3.1.4.37;Escherichia coli;0.76
3.1.4.37;Escherichia coli;0.76
3.1.4.37;Escherichia coli;1.6
3.1.4.37;Escherichia coli;1.6
3.1.4.37;Escherichia coli;1.6
3.1.4.37;Escherichia coli;1.6
3.1.4.37;Danio rerio;2.5
3.1.4.37;Hungateiclostridium thermocellum;3.9
3.1.4.37;Hungateiclostridium thermocellum;4.7
3.1.4.37;Escherichia coli;6.2
3.1.4.37;Escherichia coli;6.2
3.1.4.37;Hungateiclostridium thermocellum;6.6
3.1.4.37;Hungateiclostridium thermocellum;7.8
3.1.4.37;Triticum aestivum;9.2
3.1.4.37;Triticum aestivum;13.1
3.1.4.37;Hungateiclostridium thermocellum;18
3.1.4.37;Hungateiclostridium thermocellum;20
3.1.4.37;Hungateiclostridium thermocellum;24
3.1.4.37;Triticum aestivum;25.2
3.1.4.37;Triticum aestivum;25.3
3.1.4.37;Hungateiclostridium thermocellum;28
3.1.4.37;Hungateiclostridium thermocellum;29
3.1.4.37;Hungateiclostridium thermocellum;31
3.1.4.37;Hungateiclostridium thermocellum;32
3.1.4.37;Hungateiclostridium thermocellum;60
3.1.4.37;Hungateiclostridium thermocellum;62
3.1.4.37;Hungateiclostridium thermocellum;77
3.1.4.37;Hungateiclostridium thermocellum;100
3.1.4.38;Bos taurus;0.005
3.1.4.38;Mus musculus;0.0055
3.1.4.38;Bos taurus;0.034
3.1.4.38;Mus musculus;0.048
3.1.4.38;Streptomyces sanglieri;1.41
3.1.4.38;Streptomyces sanglieri;1.41
3.1.4.38;Bos taurus;2
3.1.4.38;Bos taurus;5
3.1.4.39;Mammalia;0.004
3.1.4.39;Mammalia;0.004
3.1.4.39;Hemiscorpius lepturus;0.097
3.1.4.39;Mus musculus;0.32
3.1.4.39;Mus musculus;1
3.1.4.41;Rattus norvegicus;0.02
3.1.4.41;Loxosceles laeta;0.044
3.1.4.41;Loxosceles intermedia;0.064
3.1.4.41;Loxosceles intermedia;0.064
3.1.4.41;Loxosceles intermedia;0.113
3.1.4.41;Loxosceles intermedia;0.113
3.1.4.41;Corynebacterium pseudotuberculosis;6.2
3.1.4.41;Corynebacterium pseudotuberculosis;8.3
3.1.4.42;Sus scrofa;7.2
3.1.4.43;Rattus norvegicus;2.2
3.1.4.45;Clostridium perfringens;0.0011
3.1.4.45;Homo sapiens;0.4
3.1.4.45;Homo sapiens;0.43
3.1.4.45;Clostridium perfringens;0.74
3.1.4.46;Daucus carota;0.036
3.1.4.46;Daucus carota;0.05
3.1.4.46;Escherichia coli;0.22
3.1.4.46;Escherichia coli K-12;0.22
3.1.4.46;Escherichia coli;0.39
3.1.4.46;Escherichia coli K-12;0.39
3.1.4.46;Escherichia coli;0.62
3.1.4.46;Escherichia coli K-12;0.62
3.1.4.46;Escherichia coli;0.66
3.1.4.46;Escherichia coli K-12;0.66
3.1.4.46;Escherichia coli;2
3.1.4.46;Escherichia coli K-12;2
3.1.4.49;Gallus gallus;0.00043
3.1.4.52;Borreliella burgdorferi;0.0000029
3.1.4.52;Pseudomonas aeruginosa;0.0002
3.1.4.52;Pseudomonas aeruginosa;0.0003
3.1.4.52;Pseudomonas aeruginosa;0.0003
3.1.4.52;Pseudomonas aeruginosa;0.0003
3.1.4.52;Caulobacter vibrioides;0.00042
3.1.4.52;Pseudomonas aeruginosa;0.0007
3.1.4.52;Pseudomonas aeruginosa;0.0013
3.1.4.52;Pseudomonas aeruginosa;0.0013
3.1.4.52;Pseudomonas aeruginosa;0.0022
3.1.4.52;Pseudomonas aeruginosa;0.0022
3.1.4.52;Pseudomonas aeruginosa;0.0026
3.1.4.52;Pseudomonas aeruginosa;0.0026
3.1.4.52;Pseudomonas aeruginosa;0.0032
3.1.4.52;Pseudomonas aeruginosa;0.0032
3.1.4.52;Pseudomonas aeruginosa;0.0032
3.1.4.52;Pseudomonas aeruginosa;0.0038
3.1.4.52;Pseudomonas aeruginosa;0.0038
3.1.4.52;Pseudomonas aeruginosa;0.0052
3.1.4.52;Pseudomonas aeruginosa;0.0055
3.1.4.52;Pseudomonas aeruginosa;0.0059
3.1.4.52;Pseudomonas aeruginosa;0.0059
3.1.4.52;Pseudomonas aeruginosa;0.0063
3.1.4.52;Pseudomonas aeruginosa;0.0063
3.1.4.52;Pseudomonas aeruginosa;0.0068
3.1.4.52;Pseudomonas aeruginosa;0.0068
3.1.4.52;Pseudomonas aeruginosa;0.008
3.1.4.52;Pseudomonas aeruginosa;0.008
3.1.4.52;Pseudomonas aeruginosa;0.0086
3.1.4.52;Pseudomonas aeruginosa;0.0086
3.1.4.52;Pseudomonas aeruginosa;0.0086
3.1.4.52;Pseudomonas aeruginosa;0.0094
3.1.4.52;Pseudomonas aeruginosa;0.013
3.1.4.52;Pseudomonas aeruginosa;0.017
3.1.4.52;Pseudomonas aeruginosa;0.017
3.1.4.52;Pseudomonas aeruginosa;0.02
3.1.4.52;Pseudomonas aeruginosa;0.02
3.1.4.52;Escherichia coli;0.025
3.1.4.52;Pseudomonas aeruginosa;0.027
3.1.4.52;Pseudomonas aeruginosa;0.027
3.1.4.52;Pseudomonas aeruginosa;0.03
3.1.4.52;Pseudomonas aeruginosa;0.03
3.1.4.52;Pseudomonas aeruginosa;0.119
3.1.4.52;Pseudomonas aeruginosa;0.119
3.1.4.53;Mus musculus;0.00003
3.1.4.53;Mus musculus;0.0001
3.1.4.53;Homo sapiens;0.0001
3.1.4.53;Mus musculus;0.00015
3.1.4.53;Homo sapiens;0.0002
3.1.4.53;Mus musculus;0.0002
3.1.4.53;Homo sapiens;0.0008
3.1.4.53;Homo sapiens;0.0008
3.1.4.53;Homo sapiens;0.0008
3.1.4.53;Leishmania major;0.00099
3.1.4.53;Leishmania major;0.00099
3.1.4.53;Leishmania major;0.00099
3.1.4.53;Homo sapiens;0.0015
3.1.4.53;Homo sapiens;0.0015
3.1.4.53;Homo sapiens;0.0015
3.1.4.53;Trypanosoma brucei;0.0024
3.1.4.53;Myxococcus xanthus;0.0033
3.1.4.53;Homo sapiens;0.0045
3.1.4.53;Homo sapiens;0.0045
3.1.4.53;Homo sapiens;0.0045
3.1.4.53;Myxococcus xanthus;0.005
3.1.4.53;Homo sapiens;0.0051
3.1.4.53;Homo sapiens;0.0051
3.1.4.53;Homo sapiens;0.0051
3.1.4.53;Rattus norvegicus;0.0054
3.1.4.53;Homo sapiens;0.0058
3.1.4.53;Pseudomonas aeruginosa;0.0067
3.1.4.53;Leishmania major;0.00698
3.1.4.53;Leishmania major;0.00698
3.1.4.53;Leishmania major;0.00698
3.1.4.53;Mus musculus;0.007
3.1.4.53;Mus musculus;0.007
3.1.4.53;Trypanosoma cruzi;0.0073
3.1.4.53;Mus musculus;0.0092
3.1.4.53;Mus musculus;0.0092
3.1.4.53;Dictyostelium discoideum;0.0096
3.1.4.53;Dictyostelium discoideum;0.0096
3.1.4.53;Dictyostelium discoideum;0.0096
3.1.4.53;Dictyostelium discoideum;0.01
3.1.4.53;Dictyostelium discoideum;0.01
3.1.4.53;Dictyostelium discoideum;0.01
3.1.4.53;Dictyostelium discoideum;0.01
3.1.4.53;Trypanosoma cruzi;0.0112
3.1.4.53;Trypanosoma cruzi;0.0112
3.1.4.53;Trypanosoma cruzi;0.02
3.1.4.53;Trypanosoma cruzi;0.02
3.1.4.53;Trypanosoma cruzi;0.191
3.1.4.53;Trypanosoma cruzi;0.191
3.1.4.53;Homo sapiens;0.24
3.1.4.53;Homo sapiens;0.24
3.1.4.53;Homo sapiens;0.24
3.1.4.53;Leishmania mexicana;0.277
3.1.4.53;Homo sapiens;0.427
3.1.4.53;Homo sapiens;0.427
3.1.4.53;Homo sapiens;0.427
3.1.4.53;Escherichia coli;0.5
3.1.4.57;Eggerthella lenta;0.014
3.1.4.57;Eggerthella lenta;0.014
3.1.4.57;Eggerthella lenta;0.023
3.1.4.57;Eggerthella lenta;0.023
3.1.4.59;Bacillus subtilis;0.0013
3.1.4.59;Mycolicibacterium smegmatis;0.0068
3.1.4.59;Streptococcus pneumoniae serotype 2;0.0167
3.1.4.59;Streptococcus pneumoniae serotype 2;0.0167
3.1.4.59;Streptococcus pneumoniae serotype 2;0.0364
3.1.4.59;Streptococcus pneumoniae serotype 2;0.0364
3.1.4.59;Mycolicibacterium smegmatis;0.0809
3.1.4.59;Staphylococcus aureus;0.0997
3.1.4.59;Staphylococcus aureus;0.145
3.1.4.59;Bacillus subtilis;0.349
3.1.4.60;Streptococcus pneumoniae serotype 2;0.0239
3.1.5.B1;Mus musculus;0.2
3.1.5.B1;Mus musculus;0.22
3.1.5.B1;Mus musculus;0.22
3.1.5.B1;Mus musculus;0.28
3.1.6.1;Streptomyces griseorubiginosus;0.0037
3.1.6.1;Marinomonas sp. FW-1;0.0137
3.1.6.1;Streptomyces griseorubiginosus;0.017
3.1.6.1;Pseudomonas aeruginosa;0.0294
3.1.6.1;Haliotis iris;0.043
3.1.6.1;Haliotis iris;0.0486
3.1.6.1;Sphingomonas sp.;0.0549
3.1.6.1;Chlamydomonas reinhardtii;0.07
3.1.6.1;Pseudomonas aeruginosa;0.075
3.1.6.1;Haliotis iris;0.085
3.1.6.1;Haliotis iris;0.123
3.1.6.1;Cystoseira tamariscifolia;0.16
3.1.6.1;Pseudomonas aeruginosa;0.166
3.1.6.1;Haliotis iris;0.181
3.1.6.1;Haliotis iris;0.193
3.1.6.1;Chlamydomonas reinhardtii;0.2
3.1.6.1;Pseudomonas aeruginosa;0.204
3.1.6.1;Homo sapiens;0.21
3.1.6.1;Homo sapiens;0.26
3.1.6.1;Cystoseira tamariscifolia;0.27
3.1.6.1;Chlamydomonas reinhardtii;0.3
3.1.6.1;Strongylocentrotus intermedius;0.5
3.1.6.1;Strongylocentrotus intermedius;0.53
3.1.6.1;Hemicentrotus pulcherrimus;0.59
3.1.6.1;Eimeria tenella;2.5
3.1.6.1;Cystoseira tamariscifolia;3.65
3.1.6.1;Citrobacter braakii;6
3.1.6.1;Littorina kurila;8.7
3.1.6.1;Homo sapiens;10.9
3.1.6.1;Homo sapiens;20.6
3.1.6.2;Danio rerio;0.00018
3.1.6.2;Danio rerio;0.00018
3.1.6.2;Danio rerio;0.00025
3.1.6.2;Danio rerio;0.00025
3.1.6.2;Danio rerio;0.00062
3.1.6.2;Danio rerio;0.00062
3.1.6.2;Danio rerio;0.001
3.1.6.2;Danio rerio;0.001
3.1.6.2;Danio rerio;0.0019
3.1.6.2;Danio rerio;0.0019
3.1.6.2;Danio rerio;0.0021
3.1.6.2;Danio rerio;0.0021
3.1.6.2;Sus scrofa;0.00215
3.1.6.2;Danio rerio;0.0034
3.1.6.2;Danio rerio;0.0034
3.1.6.2;Danio rerio;0.0043
3.1.6.2;Danio rerio;0.0043
3.1.6.2;Pseudomonas aeruginosa;0.0045
3.1.6.2;Homo sapiens;0.005
3.1.6.2;Homo sapiens;0.00685
3.1.6.2;Pseudomonas aeruginosa;0.007
3.1.6.2;Chlamydomonas reinhardtii;0.007
3.1.6.2;Homo sapiens;0.00944
3.1.6.2;Pseudomonas aeruginosa;0.0096
3.1.6.2;Pseudomonas aeruginosa;0.014
3.1.6.2;Danio rerio;0.0157
3.1.6.2;Danio rerio;0.0157
3.1.6.2;Pseudomonas aeruginosa;0.017
3.1.6.2;Danio rerio;0.0194
3.1.6.2;Danio rerio;0.0194
3.1.6.2;Pseudomonas aeruginosa;0.022
3.1.6.2;Pseudomonas aeruginosa;0.026
3.1.6.2;Homo sapiens;0.033
3.1.6.2;Pseudomonas aeruginosa;0.035
3.1.6.2;Macaca mulatta;0.036
3.1.6.2;Pseudomonas aeruginosa;0.036
3.1.6.2;Pseudomonas aeruginosa;0.037
3.1.6.2;Pseudomonas aeruginosa;0.038
3.1.6.2;Pseudomonas aeruginosa;0.05
3.1.6.2;Pseudomonas aeruginosa;0.053
3.1.6.2;Rattus norvegicus;0.072
3.1.6.2;Pseudomonas aeruginosa;0.088
3.1.6.2;Homo sapiens;0.217
3.1.6.2;Patella vulgata;10
3.1.6.2;Haliotis sp.;10.2
3.1.6.3;Littorina littorea;17
3.1.6.3;Charonia lampas;25
3.1.6.3;Littorina littorea;30
3.1.6.4;Rattus norvegicus;0.027
3.1.6.4;Rattus norvegicus;0.03
3.1.6.4;Rattus norvegicus;0.049
3.1.6.4;Rattus norvegicus;0.064
3.1.6.6;Sinorhizobium meliloti;0.5
3.1.6.6;Pseudomonas aeruginosa;1.4
3.1.6.6;Sinorhizobium meliloti;2.1
3.1.6.6;Penicillium chrysogenum;8.5
3.1.6.6;Sinorhizobium meliloti;9.4
3.1.6.6;Sinorhizobium meliloti;13.3
3.1.6.6;Sinorhizobium meliloti;15
3.1.6.6;Sinorhizobium meliloti;19
3.1.6.6;Aspergillus nidulans;35
3.1.6.6;Pseudomonas nitroreducens;40
3.1.6.6;Sinorhizobium meliloti;50
3.1.6.6;Sinorhizobium meliloti;67
3.1.6.8;Acipenser gueldenstaedtii;0.175
3.1.6.8;Acipenser gueldenstaedtii;0.3
3.1.6.8;Acipenser gueldenstaedtii;0.45
3.1.6.8;Actinia equina;0.6
3.1.6.8;Blaberus fuscus;0.6
3.1.6.8;Helix pomatia;0.6
3.1.6.8;Limaria tuberculata;0.6
3.1.6.8;Lumbricus terrestris;0.6
3.1.6.8;Pecten jacobaeus;0.6
3.1.6.8;Acipenser gueldenstaedtii;0.81
3.1.6.8;Acipenser gueldenstaedtii;1
3.1.6.12;Felis catus;1.2
3.1.6.12;Mus musculus;3
3.1.6.12;Mus musculus;3.2
3.1.6.12;Mus musculus;3.5
3.1.6.12;Mus musculus;3.9
3.1.6.13;Homo sapiens;0.01
3.1.6.13;Homo sapiens;0.013
3.1.6.13;Homo sapiens;0.015
3.1.6.14;Homo sapiens;0.0072
3.1.6.14;Homo sapiens;0.0111
3.1.6.14;Homo sapiens;0.0117
3.1.6.14;Homo sapiens;0.0142
3.1.6.14;Homo sapiens;0.0153
3.1.6.14;Homo sapiens;0.027
3.1.6.14;Bos taurus;4.2
3.1.6.17;Pseudomonas syringae;0.0067
3.1.6.19;Pseudomonas sp.;1.5
3.1.6.19;Pseudomonas sp.;15
3.1.6.19;Pseudomonas sp.;40
3.1.7.1;Rattus norvegicus;0.7
3.1.7.1;Rattus norvegicus;4
3.1.7.3;Salvia officinalis;0.023
3.1.7.3;Salvia officinalis;0.12
3.1.7.5;Croton stellatopilosus;0.1
3.1.7.5;Croton stellatopilosus;0.2
3.1.7.6;Cricetulus griseus;0.015
3.1.7.11;Ocimum basilicum;0.021
3.1.7.11;Ocimum basilicum;0.029
3.1.7.11;Ocimum basilicum;0.03
3.1.7.11;Cinnamomum tenuipile;0.0558
3.1.7.11;Cinnamomum tenuipile;0.0558
3.1.7.11;Camptotheca acuminata;0.0895
3.1.8.1;Saccharolobus solfataricus;0.005
3.1.8.1;Lucilia cuprina;0.0086
3.1.8.1;Escherichia coli K-12;0.032
3.1.8.1;Purpureocillium lilacinum;0.033
3.1.8.1;Brevundimonas diminuta;0.05
3.1.8.1;Purpureocillium lilacinum;0.052
3.1.8.1;Purpureocillium lilacinum;0.058
3.1.8.1;Brevundimonas diminuta;0.07
3.1.8.1;Purpureocillium lilacinum;0.071
3.1.8.1;Brevundimonas diminuta;0.09
3.1.8.1;Homo sapiens;0.091
3.1.8.1;Pimelobacter simplex;0.1
3.1.8.1;Brevundimonas diminuta;0.1
3.1.8.1;Escherichia coli;0.12
3.1.8.1;Escherichia coli K-12;0.14
3.1.8.1;Purpureocillium lilacinum;0.187
3.1.8.1;Escherichia coli K-12;0.19
3.1.8.1;Homo sapiens;0.2
3.1.8.1;Escherichia coli K-12;0.22
3.1.8.1;Purpureocillium lilacinum;0.236
3.1.8.1;Saccharolobus solfataricus;0.246
3.1.8.1;Escherichia coli K-12;0.26
3.1.8.1;Escherichia coli K-12;0.27
3.1.8.1;Geobacillus stearothermophilus;0.27
3.1.8.1;Homo sapiens;0.27
3.1.8.1;Sulfolobus acidocaldarius;0.278
3.1.8.1;Homo sapiens;0.29
3.1.8.1;Brevundimonas diminuta;0.3
3.1.8.1;Pimelobacter simplex;0.345
3.1.8.1;Flavobacterium sp.;0.345
3.1.8.1;Flavobacterium sp.;0.347
3.1.8.1;Purpureocillium lilacinum;0.351
3.1.8.1;Agrobacterium tumefaciens;0.36
3.1.8.1;Agrobacterium tumefaciens;0.41
3.1.8.1;Sulfolobus acidocaldarius;0.434
3.1.8.1;Homo sapiens;0.5
3.1.8.1;Escherichia coli K-12;0.51
3.1.8.1;Sulfolobus acidocaldarius;0.642
3.1.8.1;Flavobacterium sp.;1.047
3.1.8.1;Flavobacterium sp.;1.051
3.1.8.1;Escherichia coli;1.22
3.1.8.1;Oryctolagus cuniculus;1.3
3.1.8.1;Sulfolobus acidocaldarius;1.4
3.1.8.1;Mus musculus;1.4
3.1.8.1;Brevundimonas diminuta;1.9
3.1.8.1;Geobacillus stearothermophilus;2.1
3.1.8.1;Saccharolobus solfataricus;2.36
3.1.8.1;Homo sapiens;2.5
3.1.8.1;Vulcanisaeta moutnovskia;2.79
3.1.8.1;Homo sapiens;4.16
3.1.8.1;Brevundimonas diminuta;4.2
3.1.8.1;Brevundimonas diminuta;4.4
3.1.8.1;Geobacillus stearothermophilus;6.1
3.1.8.1;Brevundimonas diminuta;6.2
3.1.8.1;Brevundimonas diminuta;7.6
3.1.8.2;Brevundimonas diminuta;0.048
3.1.8.2;Brevundimonas diminuta;0.058
3.1.8.2;Brevundimonas diminuta;0.08
3.1.8.2;Brevundimonas diminuta;0.24
3.1.8.2;Brevundimonas diminuta;0.39
3.1.8.2;Brevundimonas diminuta;0.43
3.1.8.2;Brevundimonas diminuta;0.45
3.1.8.2;Brevundimonas diminuta;0.46
3.1.8.2;Brevundimonas diminuta;0.5
3.1.8.2;Alteromonas sp.;0.68
3.1.8.2;Brevundimonas diminuta;0.7
3.1.8.2;Alteromonas sp.;1.27
3.1.8.2;Alteromonas sp.;1.57
3.1.8.2;Alteromonas sp.;1.57
3.1.8.2;Alteromonas sp.;2.48
3.1.8.2;Alteromonas sp.;2.48
3.1.8.2;Sphingobium fuliginis;2.92
3.1.8.2;Sphingobium fuliginis;2.95
3.1.8.2;Alteromonas sp.;2.99
3.1.8.2;Alteromonas sp.;2.99
3.1.8.2;Sphingobium fuliginis;2.99
3.1.8.2;Sphingobium fuliginis;3.01
3.1.8.2;Sphingobium fuliginis;3.08
3.1.8.2;Sphingobium fuliginis;3.1
3.1.8.2;Sphingobium fuliginis;3.15
3.1.8.2;Sphingobium fuliginis;3.18
3.1.8.2;Sphingobium fuliginis;3.2
3.1.8.2;Sphingobium fuliginis;3.35
3.1.8.2;Sphingobium fuliginis;3.38
3.1.8.2;Sphingobium fuliginis;3.57
3.1.8.2;Sphingobium fuliginis;3.87
3.1.8.2;Sphingobium fuliginis;3.97
3.1.8.2;Sphingobium fuliginis;4
3.1.8.2;Sphingobium fuliginis;4.06
3.1.8.2;Sphingobium fuliginis;4.1
3.1.8.2;Sphingobium fuliginis;4.17
3.1.8.2;Sphingobium fuliginis;4.2
3.1.8.2;Sphingobium fuliginis;4.21
3.1.8.2;Sphingobium fuliginis;4.23
3.1.8.2;Sphingobium fuliginis;4.32
3.1.8.2;Sphingobium fuliginis;4.41
3.1.8.2;Sphingobium fuliginis;4.44
3.1.8.2;Sphingobium fuliginis;4.45
3.1.8.2;Sphingobium fuliginis;4.5
3.1.8.2;Sphingobium fuliginis;4.52
3.1.8.2;Sphingobium fuliginis;4.54
3.1.8.2;Sphingobium fuliginis;4.56
3.1.8.2;Sphingobium fuliginis;4.58
3.1.8.2;Sphingobium fuliginis;4.61
3.1.8.2;Sphingobium fuliginis;4.67
3.1.8.2;Sphingobium fuliginis;4.77
3.1.8.2;Sphingobium fuliginis;4.87
3.1.8.2;Sphingobium fuliginis;4.89
3.1.8.2;Sphingobium fuliginis;5.04
3.1.8.2;Sphingobium fuliginis;5.58
3.1.8.2;Alteromonas sp.;14.2
3.1.11.1;Thermus thermophilus;0.13
3.1.11.1;Thermus thermophilus;0.13
3.1.11.1;Thermus thermophilus;0.16
3.1.11.1;Thermus thermophilus;0.16
3.1.11.1;Thermus thermophilus;0.24
3.1.11.1;Thermus thermophilus;0.24
3.1.11.1;Thermus thermophilus;0.26
3.1.11.1;Thermus thermophilus;0.26
3.1.11.1;Thermus thermophilus;0.28
3.1.11.1;Thermus thermophilus;0.28
3.1.11.1;Thermus thermophilus;0.29
3.1.11.1;Thermus thermophilus;0.29
3.1.11.1;Thermus thermophilus;0.32
3.1.11.1;Thermus thermophilus;0.32
3.1.11.1;Thermus thermophilus;0.35
3.1.11.1;Thermus thermophilus;0.35
3.1.11.1;Thermus thermophilus;0.44
3.1.11.1;Thermus thermophilus;0.44
3.1.11.1;Thermus thermophilus;0.48
3.1.11.1;Thermus thermophilus;0.48
3.1.11.5;Saccharomyces cerevisiae;0.007
3.1.13.2;Homo sapiens;0.000097
3.1.13.2;Homo sapiens;0.000106
3.1.13.3;Mycolicibacterium smegmatis;0.28
3.1.13.3;Rattus norvegicus;0.41
3.1.13.3;Mycolicibacterium smegmatis;0.46
3.1.13.3;Flammulina velutipes;0.66
3.1.13.3;Flammulina velutipes;2.47
3.1.13.3;Flammulina velutipes;3.03
3.1.13.4;Bos taurus;0.0051
3.1.15.1;Vipera aspis;0.03
3.1.15.1;Bothrops alternatus;2.69
3.1.16.1;Plasmodium falciparum;0.0000038
3.1.16.1;Plasmodium falciparum;0.0000038
3.1.16.1;Plasmodium falciparum;0.0000045
3.1.16.1;Plasmodium falciparum;0.0000045
3.1.16.1;Plasmodium yoelii;0.0000066
3.1.16.1;Plasmodium yoelii;0.0000066
3.1.16.1;Cavia porcellus;0.04
3.1.21.2;Mycobacterium tuberculosis;0.00000691
3.1.21.2;Escherichia coli;0.000025
3.1.21.2;Escherichia coli;0.0000272
3.1.21.2;Escherichia coli;0.000028
3.1.21.3;Micrococcus luteus;0.000011
3.1.21.3;Micrococcus luteus;0.000015
3.1.26.3;Saccharomyces cerevisiae;0.11
3.1.26.3;Salmonella enterica subsp. enterica serovar Typhimurium;0.4
3.1.26.4;Homo sapiens;0.000027
3.1.26.4;Homo sapiens;0.000028
3.1.26.4;Homo sapiens;0.00003
3.1.26.4;Archaeoglobus fulgidus;0.00006
3.1.26.4;Thermococcus kodakarensis;0.00009
3.1.26.4;Homo sapiens;0.000143
3.1.26.4;Homo sapiens;0.000144
3.1.26.4;Homo sapiens;0.000158
3.1.26.4;Escherichia coli;0.00026
3.1.26.4;Aeropyrum pernix;0.000361
