Class;Organism;Km value
5.3.3.8;Rattus norvegicus;0.08
5.3.3.8;Rattus norvegicus;0.089
5.3.3.8;Rattus norvegicus;0.1
5.3.3.8;Rattus norvegicus;0.12
5.3.3.8;Rattus norvegicus;0.31
5.4.2.7;Rattus norvegicus;0.083
5.4.2.7;Rattus norvegicus;0.13
5.3.1.1;Rhipicephalus microplus;0.47
5.1.3.3;Rhizopus stolonifer;180
5.1.99.1;Rhodobacter sphaeroides;0.04
5.1.99.1;Rhodobacter sphaeroides;0.08
5.4.99.63;Rhodobacter sphaeroides;0.06
5.5.1.1;Rhodococcus erythropolis;0.0487
5.5.1.1;Rhodococcus erythropolis;0.0559
5.5.1.1;Rhodococcus erythropolis;0.0667
5.5.1.1;Rhodococcus erythropolis;0.0813
5.5.1.1;Rhodococcus erythropolis;1.24
5.5.1.7;Rhodococcus erythropolis;0.047
5.5.1.7;Rhodococcus erythropolis;0.052
5.5.1.7;Rhodococcus erythropolis;0.066
5.5.1.7;Rhodococcus erythropolis;0.119
5.5.1.7;Rhodococcus erythropolis;0.173
5.5.1.7;Rhodococcus erythropolis;0.312
5.5.1.7;Rhodococcus erythropolis;6.997
5.2.1.1;Rhodococcus jostii;0.1496
5.5.1.7;Rhodococcus opacus;0.0487
5.5.1.7;Rhodococcus opacus;0.0559
5.5.1.7;Rhodococcus opacus;0.0813
5.5.1.7;Rhodococcus opacus;0.1429
5.5.1.7;Rhodococcus opacus;1.24
5.4.99.14;Rhodococcus rhodochrous;0.17
5.4.99.14;Rhodococcus rhodochrous;0.23
5.5.1.1;Rhodococcus rhodochrous;0.16
5.3.3.4;Rhodococcus sp.;0.64
5.3.1.9;Ruminiclostridium thermocellum;1.02
5.3.1.9;Ruminiclostridium thermocellum;1.53
5.3.1.9;Ruminiclostridium thermocellum;1.65
5.3.1.9;Ruminiclostridium thermocellum;1.86
5.3.1.9;Ruminiclostridium thermocellum;1.9
5.3.1.9;Ruminiclostridium thermocellum;2.11
5.3.1.9;Ruminiclostridium thermocellum;2.43
5.3.1.9;Ruminiclostridium thermocellum;2.89
5.4.2.2;Ruminiclostridium thermocellum;0.41
5.4.2.2;Ruminiclostridium thermocellum;0.44
5.1.3.30;Ruminococcus sp.;48
5.1.3.30;Ruminococcus sp.;216
5.4.99.5;Ruta graveolens;0.5
5.4.99.5;Ruta graveolens;1.1
5.1.3.1;Saccharomyces cerevisiae;1.5
5.3.1.24;Saccharomyces cerevisiae;0.0032
5.3.1.24;Saccharomyces cerevisiae;0.004
5.3.1.9;Saccharomyces cerevisiae;0.11
5.3.1.9;Saccharomyces cerevisiae;0.3
5.4.2.7;Saccharomyces cerevisiae;0.5
5.4.2.7;Saccharomyces cerevisiae;0.75
5.4.99.2;Saccharopolyspora erythraea;0.31
5.1.3.13;Salmonella enterica;0.71
5.3.1.9;Salmonella enterica;1
5.3.1.9;Salmonella enterica;3
5.1.3.10;Salmonella enterica subsp. enterica serovar Enteritidis;0.052
5.1.3.10;Salmonella enterica subsp. enterica serovar Enteritidis;0.085
5.1.1.1;Salmonella enterica subsp. enterica serovar Typhimurium;0.5
5.1.1.1;Salmonella enterica subsp. enterica serovar Typhimurium;1.7
5.1.1.1;Salmonella enterica subsp. enterica serovar Typhimurium;2
5.1.1.1;Salmonella enterica subsp. enterica serovar Typhimurium;2.2
5.1.1.1;Salmonella enterica subsp. enterica serovar Typhimurium;2.7
5.1.1.1;Salmonella enterica subsp. enterica serovar Typhimurium;11
5.5.1.28;Salvia divinorum;0.0019
5.5.1.28;Salvia divinorum;0.0019
5.3.1.9;Schistosoma mansoni;0.1
5.1.1.1;Schizosaccharomyces pombe;2.4
5.1.1.1;Schizosaccharomyces pombe;2.4
5.1.1.1;Schizosaccharomyces pombe;5
5.1.1.1;Schizosaccharomyces pombe;5
5.1.1.18;Schizosaccharomyces pombe;19
5.3.3.12;Sepia officinalis;1
5.4.99.11;Serratia plymuthica;0.022
5.4.99.11;Serratia plymuthica;32
5.3.1.15;Serratia proteamaculans;3.83
5.3.1.15;Serratia proteamaculans;13.3
5.3.1.15;Serratia proteamaculans;19.4
5.3.1.15;Serratia proteamaculans;32.2
5.1.1.1;Shigella dysenteriae;10
5.1.1.1;Shigella dysenteriae;20
5.1.1.8;Sinorhizobium meliloti;8
5.1.1.8;Sinorhizobium meliloti;10
5.1.3.5;Sinorhizobium meliloti;0.31
5.1.99.5;Sinorhizobium meliloti;3.76
5.1.99.5;Sinorhizobium meliloti;6.41
5.1.99.5;Sinorhizobium meliloti;8.3
5.1.99.5;Sinorhizobium meliloti;13.89
5.1.99.5;Sinorhizobium meliloti;17.32
5.3.1.9;Sinorhizobium meliloti;0.4
5.3.1.9;Sinorhizobium meliloti;0.8
5.4.99.2;Sinorhizobium meliloti;0.00064
5.4.99.2;Sinorhizobium meliloti;0.0086
5.4.99.2;Sinorhizobium meliloti;0.11
5.4.99.2;Sinorhizobium meliloti;0.13
5.3.1.1;Solanum chacoense;0.22
5.3.1.1;Solanum chacoense;0.29
5.3.3.2;Solanum lycopersicum;0.0057
5.4.2.2;Solanum tuberosum;0.06
5.4.2.2;Solanum tuberosum;0.12
5.4.99.5;Solanum tuberosum;0.045
5.4.99.5;Solanum tuberosum;0.185
5.4.2.2;Sphingobium chungbukense;0.2228
5.4.2.2;Sphingobium chungbukense;0.4392
5.4.2.8;Sphingobium chungbukense;0.1569
5.4.2.8;Sphingobium chungbukense;0.4516
5.4.2.2;Sphingomonas sanxanigenens;0.2
5.4.2.8;Sphingomonas sanxanigenens;0.68
5.1.3.1;Spinacia oleracea;0.22
5.1.3.1;Spinacia oleracea;0.28
5.1.3.1;Spinacia oleracea;0.3
5.1.3.1;Spinacia oleracea;2.1
5.1.1.1;Staphylococcus aureus;0.89
5.1.1.1;Staphylococcus aureus;2.77
5.3.1.26;Staphylococcus aureus;1.9
5.3.1.26;Staphylococcus aureus;9.6
5.3.3.2;Staphylococcus aureus;0.0048
5.3.3.2;Staphylococcus aureus;0.012
5.3.3.2;Staphylococcus aureus;0.0168
5.1.3.6;Streptococcus pneumoniae;0.24
5.1.1.3;Streptococcus pyogenes;3.74
5.1.1.3;Streptococcus pyogenes;126
5.1.3.1;Streptococcus pyogenes;0.2
5.3.1.5;Streptomyces albus;86
5.3.1.5;Streptomyces albus;153
5.3.1.5;Streptomyces albus;312
5.3.1.5;Streptomyces albus;350
5.4.99.1;Streptomyces ansochromogenes;5.2
5.4.99.13;Streptomyces cinnamonensis;0.054
5.4.99.13;Streptomyces cinnamonensis;0.057
5.1.1.17;Streptomyces clavuligerus;0.0024
5.1.1.17;Streptomyces clavuligerus;0.3
5.1.1.17;Streptomyces clavuligerus;0.78
5.3.1.24;Streptomyces coelicolor;0.004
5.3.1.24;Streptomyces coelicolor;0.005
5.3.1.24;Streptomyces coelicolor;0.0083
5.4.2.11;Streptomyces coelicolor;1.3
5.3.1.5;Streptomyces flavogriseus;0.078
5.3.1.5;Streptomyces flavogriseus;0.104
5.3.1.5;Streptomyces flavogriseus;0.249
5.3.1.5;Streptomyces flavogriseus;0.297
5.3.2.4;Streptomyces fradiae;0.027
5.5.1.B6;Streptomyces galilaeus;0.002
5.1.1.18;Streptomyces garyphalus;35
5.1.1.18;Streptomyces garyphalus;111
5.1.1.1;Streptomyces lavendulae;0.7
5.4.3.11;Streptomyces maritimus;0.022
5.4.3.11;Streptomyces maritimus;0.04
5.5.1.23;Streptomyces peucetius;0.0521
5.3.1.4;Streptomyces sp.;40
5.3.1.5;Streptomyces sp.;35
5.3.1.5;Streptomyces sp.;400
5.5.1.13;Streptomyces sp.;0.0137
5.5.1.4;Streptomyces sp.;0.52
5.3.1.5;Streptomyces sp. 1;33
5.3.1.5;Streptomyces sp. 1;259
5.3.1.5;Streptomyces sp. 32;45
5.3.1.5;Streptomyces sp. 32;288
5.4.99.5;Streptomyces venezuelae;0.38
5.3.1.5;Streptomyces violaceoruber;2.9
5.3.1.5;Streptomyces violaceoruber;3.3
5.3.1.5;Streptomyces viridobrunneus;69
5.3.1.5;Streptomyces viridobrunneus;178
5.3.3.2;Sulfolobus shibatae;0.063
5.3.3.2;Sulfolobus shibatae;0.0874
5.3.3.2;Sulfolobus shibatae;0.0904
5.3.1.1;Sulfolobus solfataricus;0.245
5.3.1.1;Sulfolobus solfataricus;0.812
5.4.2.2;Sulfolobus solfataricus;2
5.4.2.2;Sulfolobus solfataricus;6
5.4.2.2;Sulfolobus solfataricus;8
5.4.2.2;Sulfolobus solfataricus;9
5.4.2.2;Sulfolobus solfataricus;12
5.4.2.2;Sulfolobus solfataricus;13
5.4.3.8;Sulfolobus solfataricus;0.38
5.3.3.8;Sus scrofa;0.04
5.3.3.8;Sus scrofa;0.09
5.3.3.8;Sus scrofa;0.11
5.3.3.8;Sus scrofa;0.14
5.3.3.8;Sus scrofa;0.15
5.3.3.8;Sus scrofa;0.24
5.3.3.8;Sus scrofa;0.27
5.3.3.8;Sus scrofa;0.28
5.3.3.8;Sus scrofa;0.5
5.3.3.8;Sus scrofa;0.52
5.3.3.8;Sus scrofa;0.68
5.3.3.8;Sus scrofa;0.81
5.3.3.8;Sus scrofa;0.97
5.3.3.8;Sus scrofa;1
5.3.3.8;Sus scrofa;1.6
5.3.3.8;Sus scrofa;2.1
5.3.3.8;Sus scrofa;4
5.3.3.8;Sus scrofa;7.2
5.4.3.8;Synechococcus sp.;0.022
5.4.3.8;Synechococcus sp.;0.046
5.1.3.8;Synechocystis sp.;4.76
5.1.3.8;Synechocystis sp.;6.94
5.5.1.4;Synechocystis sp.;0.97
5.5.1.4;Synechocystis sp.;1.19
5.5.1.4;Synechocystis sp.;1.67
5.5.1.4;Synechocystis sp.;1.95
5.5.1.4;Taxus baccata;1.05
5.4.3.10;Taxus canadensis;0.057
5.4.3.10;Taxus canadensis;0.073
5.4.3.10;Taxus canadensis;0.083
5.4.3.10;Taxus canadensis;0.091
5.4.3.10;Taxus canadensis;0.12
5.4.3.10;Taxus canadensis;0.136
5.4.3.10;Taxus canadensis;0.25
5.4.3.10;Taxus canadensis;0.397
5.3.1.1;Tenebrio molitor;0.84
5.4.2.9;Tetrahymena pyriformis;0.002
5.4.2.9;Tetrahymena pyriformis;0.063
5.4.2.9;Tetrahymena pyriformis;0.065
5.1.1.1;Thalassiosira sp.;16.5
5.1.1.1;Thalassiosira sp.;29.4
5.4.4.8;Thauera linaloolentis;0.455
5.3.1.5;Thermoanaerobacter ethanolicus;11
5.3.1.4;Thermoanaerobacter mathranii;80
5.3.1.4;Thermoanaerobacter mathranii;120
5.3.1.4;Thermoanaerobacter mathranii;145
5.3.1.14;Thermoanaerobacterium saccharolyticum;3.53
5.3.1.14;Thermoanaerobacterium saccharolyticum;45.2
5.3.1.14;Thermoanaerobacterium saccharolyticum;58.9
5.3.1.14;Thermoanaerobacterium saccharolyticum;121
5.3.1.4;Thermoanaerobacterium saccharolyticum;122
5.3.1.5;Thermoanaerobacterium saccharolyticum;16
5.3.1.5;Thermoanaerobacterium saccharolyticum;19
5.3.1.5;Thermoanaerobacterium saccharolyticum;55
5.3.1.5;Thermoanaerobacterium saccharolyticum;120
5.3.1.5;Thermoanaerobacterium saccharolyticum;130
5.3.1.29;Thermococcus kodakarensis;0.6
5.3.1.9;Thermococcus kodakarensis;2.2
5.3.3.2;Thermococcus kodakarensis;0.046
5.3.3.2;Thermococcus kodakarensis;0.047
5.3.3.2;Thermococcus kodakarensis;0.063
5.3.3.2;Thermococcus kodakarensis;0.065
5.3.3.2;Thermococcus kodakarensis;0.071
5.3.3.2;Thermococcus kodakarensis;0.077
5.3.3.2;Thermococcus kodakarensis;0.084
5.3.3.2;Thermococcus kodakarensis;0.093
5.3.3.2;Thermococcus kodakarensis;0.187
5.3.3.2;Thermococcus kodakarensis;0.199
5.3.3.2;Thermococcus kodakarensis;0.211
5.4.2.2;Thermococcus kodakarensis;3
5.4.2.2;Thermococcus kodakarensis;3.2
5.4.2.2;Thermococcus kodakarensis;3.5
5.4.2.7;Thermococcus kodakarensis;2.5
5.4.2.8;Thermococcus kodakarensis;3
5.4.2.8;Thermococcus kodakarensis;3.2
5.4.2.8;Thermococcus kodakarensis;3.5
5.1.1.4;Thermococcus litoralis;0.092
5.1.1.4;Thermococcus litoralis;0.156
5.1.1.4;Thermococcus litoralis;0.194
5.1.1.4;Thermococcus litoralis;1.21
5.1.1.4;Thermococcus litoralis;1.29
5.1.1.4;Thermococcus litoralis;1.93
5.1.1.4;Thermococcus litoralis;2.54
5.1.1.4;Thermococcus litoralis;4
5.1.1.4;Thermococcus litoralis;20.5
5.1.1.4;Thermococcus litoralis;154
5.1.1.8;Thermococcus litoralis;0.502
5.1.1.8;Thermococcus litoralis;0.905
5.1.1.8;Thermococcus litoralis;3.14
5.1.1.8;Thermococcus litoralis;4.18
5.1.1.8;Thermococcus litoralis;4.28
5.1.1.8;Thermococcus litoralis;6.08
5.1.1.8;Thermococcus litoralis;6.22
5.1.1.8;Thermococcus litoralis;6.5
5.1.1.8;Thermococcus litoralis;6.65
5.1.1.8;Thermococcus litoralis;6.7
5.1.1.8;Thermococcus litoralis;16.4
5.3.1.9;Thermococcus litoralis;0.59
5.3.1.9;Thermococcus litoralis;1.4
5.3.1.9;Thermococcus litoralis;1.7
5.3.1.9;Thermococcus litoralis;2.1
5.3.1.9;Thermococcus litoralis;3.5
5.3.1.9;Thermococcus litoralis;11.7
5.3.1.1;Thermococcus onnurineus;0.21
5.3.1.1;Thermococcus onnurineus;1.67
5.3.1.8;Thermoplasma acidophilum;0.2
5.3.1.8;Thermoplasma acidophilum;0.25
5.3.1.8;Thermoplasma acidophilum;0.72
5.3.1.9;Thermoplasma acidophilum;0.2
5.3.1.9;Thermoplasma acidophilum;0.25
5.3.1.9;Thermoplasma acidophilum;0.72
5.4.2.12;Thermoplasma acidophilum;1.1
5.4.2.12;Thermoplasma acidophilum;3.3
5.1.2.7;Thermotoga maritima;0.68
5.3.1.14;Thermotoga maritima;37
5.3.1.14;Thermotoga maritima;69
5.3.1.14;Thermotoga maritima;76
5.3.1.14;Thermotoga maritima;111
5.3.1.14;Thermotoga maritima;123
5.3.1.24;Thermotoga maritima;0.00028
5.3.1.24;Thermotoga maritima;0.026
5.3.1.24;Thermotoga maritima;0.03
5.3.1.24;Thermotoga maritima;0.04
5.3.1.24;Thermotoga maritima;0.041
5.3.1.24;Thermotoga maritima;0.043
5.3.1.24;Thermotoga maritima;0.045
5.3.1.24;Thermotoga maritima;0.051
5.3.1.24;Thermotoga maritima;0.074
5.3.1.4;Thermotoga maritima;5.2
5.3.1.4;Thermotoga maritima;10.4
5.3.1.4;Thermotoga maritima;11
5.3.1.4;Thermotoga maritima;15.4
5.3.1.4;Thermotoga maritima;25.8
5.3.1.6;Thermotoga maritima;1
5.3.1.6;Thermotoga maritima;7.6
5.4.99.25;Thermotoga maritima;0.00087
5.3.1.4;Thermotoga neapolitana;116
5.3.1.4;Thermotoga neapolitana;250
5.3.1.5;Thermus aquaticus;8
5.3.1.5;Thermus aquaticus;15
5.3.1.5;Thermus aquaticus;93
5.3.1.5;Thermus aquaticus;145
5.3.1.5;Thermus aquaticus;151
5.4.99.16;Thermus aquaticus;34.5
5.4.99.16;Thermus aquaticus;96.5
5.4.99.16;Thermus aquaticus;158
5.1.3.2;Thermus thermophilus;0.258
5.3.1.6;Thermus thermophilus;1.63
5.3.1.8;Thermus thermophilus;0.18
5.3.1.8;Thermus thermophilus;0.21
5.3.1.8;Thermus thermophilus;0.22
5.3.1.8;Thermus thermophilus;0.27
5.3.1.8;Thermus thermophilus;0.33
5.3.1.8;Thermus thermophilus;0.53
5.3.1.8;Thermus thermophilus;0.85
5.3.1.8;Thermus thermophilus;1.29
5.3.1.8;Thermus thermophilus;136
5.3.1.8;Thermus thermophilus;140
5.3.1.8;Thermus thermophilus;150
5.3.1.8;Thermus thermophilus;151
5.3.1.8;Thermus thermophilus;184
5.3.1.8;Thermus thermophilus;228
5.3.1.8;Thermus thermophilus;308
5.3.3.2;Thermus thermophilus;0.0056
5.4.99.16;Thermus thermophilus;57.5
5.4.99.16;Thermus thermophilus;69.6
5.4.99.16;Thermus thermophilus;79.2
5.4.99.16;Thermus thermophilus;82.2
5.4.99.16;Thermus thermophilus;97.4
5.4.99.16;Thermus thermophilus;154
5.4.99.5;Thermus thermophilus;0.29
5.1.1.1;Tolypocladium inflatum;1.4
5.1.1.1;Tolypocladium inflatum;2
5.1.1.1;Tolypocladium inflatum;4.8
5.1.3.2;Candida glabrata;1.2
5.4.2.2;Toxoplasma gondii;0.19
5.4.2.2;Toxoplasma gondii;3.53
5.1.3.8;Trichormus variabilis;2
5.1.3.8;Trichormus variabilis;16.3
5.1.3.8;Trichormus variabilis;16.7
5.1.3.8;Trichormus variabilis;18.8
5.1.3.8;Trichormus variabilis;26.1
5.1.3.8;Trichormus variabilis;62.5
5.1.3.8;Trichormus variabilis;113.9
5.1.3.8;Trichormus variabilis;231.9
5.1.3.5;Triticum aestivum;0.5
5.1.3.5;Triticum aestivum;1.5
5.3.1.9;Triticum aestivum;0.12
5.3.1.9;Triticum aestivum;0.44
5.4.2.8;Triticum aestivum;0.4
5.4.2.8;Triticum aestivum;0.46
5.4.2.8;Triticum aestivum;0.48
5.3.1.1;Trypanosoma brucei;0.24
5.3.1.1;Trypanosoma brucei;0.25
5.3.1.1;Trypanosoma brucei;0.28
5.3.1.1;Trypanosoma brucei;0.34
5.3.1.1;Trypanosoma brucei;0.67
5.3.1.1;Trypanosoma brucei;0.7
5.3.1.1;Trypanosoma brucei;0.9
5.3.1.1;Trypanosoma brucei;1
5.3.1.1;Trypanosoma brucei;1.1
5.3.1.1;Trypanosoma brucei;1.6
5.4.2.3;Trypanosoma brucei;0.014
5.4.2.8;Trypanosoma brucei;0.327
5.3.1.6;Trypanosoma cruzi;1.4
5.3.1.6;Trypanosoma cruzi;2
5.3.1.6;Trypanosoma cruzi;2.5
5.3.1.6;Trypanosoma cruzi;4
5.3.1.6;Trypanosoma cruzi;5
5.3.1.6;Trypanosoma cruzi;10
5.4.2.9;Trypanosoma cruzi;0.008
5.1.1.4;Trypanosoma vivax;106
5.1.1.4;Trypanosoma vivax;145
5.1.1.5;uncultured bacterium;16.21
5.1.1.5;uncultured bacterium;23.48
5.3.1.27;uncultured bacterium;0.029
5.3.1.27;uncultured bacterium;0.67
5.2.1.2;Vibrio sp.;1.9
5.3.1.5;Vibrio sp.;7.93
5.3.1.5;Vibrio sp.;187
5.1.3.2;Vicia faba;0.12
5.1.3.2;Vicia faba;0.25
5.5.1.4;Vigna radiata;0.26
5.5.1.4;Vigna radiata;2.85
5.4.2.1;Wolbachia endosymbiont of Dirofilaria immitis;0.55
5.4.2.12;Wolbachia endosymbiont of Dirofilaria immitis;0.55
5.3.1.8;Xanthomonas campestris;2
5.4.99.5;Yersinia pestis;0.5
5.1.3.6;Zea mays;0.397
5.3.3.5;Zea mays;0.116
5.3.3.5;Zea mays;0.512
5.3.3.5;Zea mays;0.522
5.4.2.8;Zea mays;1.37
5.5.1.17;Zea mays;0.0011
5.4.2.12;Zymomonas mobilis;1.1
